license_id, hospital_info2,00223/HCM-GPHĐ,"['1', 'Hộ kinh doanh Hoàng Hải', '30 Lý Chính Thắng, Phường 8, Quận 3, TP Hồ Chí Minh']"
38,00765/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '403 (số cũ: 06) Bùi Đình Túy, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh']",
38,04137/SYT-GPHĐ,"['6', 'phòng khám nội tổng hợp', '29 Trần Bình Trọng, Phường 1, Quận 5, TP Hồ Chí Minh']",
38,04628/SYT-GPHĐ,"['7', 'Phòng Chẩn trị Y học cổ truyền', '283/1-283/3 Hàn Hải Nguyên, Phường 2, Quận 11, TP Hồ Chí Minh']",
38,03472/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', '366.A6 Phan Văn Trị, Phường 5, Quận Gò Vấp, TP Hồ Chí Minh']",
38,01592/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '287 Lãnh Binh Thăng, Phường 8, Quận 11, TP Hồ Chí Minh']",
39,00147/SYT-GPHĐ,"['2', 'Phòng khám Nội tổng hợp (thuộc Công ty TNHH Dịch vụ Y tế Sài Gòn Mới)', '36 Khu phố 2 Nguyễn Duy Trinh, Phường Bình Trưng Tây, Quận 2, TP Hồ Chí Minh']",
39,03874/HCM-GPHĐ,"['8', 'Phòng Khám Chuyên Khoa Thẩm Mỹ ( Thuộc Công ty TNHH Phòng khám chuyên khoa giải phẫu thẩm mỹ Á Đông)', '244A Pasteur, Phường 6, Quận 3, TP Hồ Chí Minh']",
39,02275/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Tai Mũi Họng', '91 Tân Vĩnh, Phường 6, Quận 4, TP Hồ Chí Minh']",
39,04003/SYT-GPHĐ,"['5', 'PHÒNG KHÁM NỘI TỔNG HỢP', '884 Âu Cơ, Phường 14, Quận Tân Bình, TP Hồ Chí Minh']",
39,04165/SYT-GPHĐ,"['4', 'Cơ sở dịch vụ làm răng giả', '215 Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh']",
39,00404/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'Số TK24/4 Nguyễn Cảnh Chân, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh']",
39,04800/HCM-GPHĐ,"['1', 'Phòng chẩn trị y học cổ truyền thuộc Chi nhánh Công  ty TNHH Y khoa Hoa Kỳ', '116A Hùng Vương, Phường 9, Quận 5, TP Hồ Chí Minh']",
39,01720/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '247 Nguyễn Đình Chiểu, Phường 5, Quận 3, TP Hồ Chí Minh']",
39,04116/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Sản phụ khoa', '24C Phan Văn Hớn, Ấp 7, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP Hồ Chí Minh']",
40,00342/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'Tổ 1 Ấp Tân Tiến, Xã Tân Thông Hội, Huyện Củ Chi, TP Hồ Chí Minh']",
40,02263/SYT-GPHĐ,"['2', 'Phòng khám Nội tổng hợp', '15/2 - 15/2A Nơ Trang Long, Phường 7, Quận Bình Thạnh, TP Hồ Chí Minh']",
40,01539/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Tai Mũi Họng thuộc Công ty TNHH Một thành viên Phòng khám đa khoa Thanh Quan', '54 Nguyễn Thiện Thuật, Phường 2, Quận 3, TP Hồ Chí Minh']",
40,00192/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Sản phụ khoa', '221 Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh']",
40,02491/HCM-GPHĐ,"['7', 'Phòng khám chuyên khoa Ngoại', '87 Quản Trọng Linh, Phường 7, Quận 8, TP Hồ Chí Minh']",
40,04935/HCM-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', '24A Phan Văn Hớn, Ấp 7, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP Hồ Chí Minh']",
40,03864/SYT-GPHĐ,"['9', 'Phòng xét nghiệm', '541 Hậu Giang, Phường 11, Quận 6, TP Hồ Chí Minh']",
40,03575/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'A002 Chung cư Phạm Viết Chánh, Phường 19, Quận Bình Thạnh, TP Hồ Chí Minh']",
40,00610/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Sản Phụ khoa', '70B Trần Bình Trọng, Phường 1, Quận 5, TP Hồ Chí Minh']",
40,03728/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Nhi', '183 Nguyễn Thị Định, KP 2, Phường Bình Trưng Tây, Quận 2, TP Hồ Chí Minh']",
41,01758/SYT-GPHĐ,"['1', 'Phòng chẩn trị y học cổ truyền', '56 Lương Nhữ Học, Phường 10, Quận 5, TP Hồ Chí Minh']",
41,03627/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Răng Hàm Mặt', '91 Xuân Hồng, Phường 12, Quận Tân Bình, TP Hồ Chí Minh']",
41,00558/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '43/2 Ấp Tân Tiến, Xã Xuân Thới Đông, Huyện Hóc Môn, TP Hồ Chí Minh']",
41,00227/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Răng Hàm Mặt', '117 Bình Phú, Phường 11, Quận 6, TP Hồ Chí Minh']",
41,00018/SYT-GPHĐ,"['8', 'Phòng khám đa khoa Công ty TNHH Chăm sóc Y tế Hiệp Hòa', '31-31B-31A Trường Sơn, Phường 4, Quận Tân Bình, TP Hồ Chí Minh']",
41,03629/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '47B Lạc Long Quân, Phường 1, Quận 11, TP Hồ Chí Minh']",
41,00949/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '441 (số cũ 9/5) Phan Huy Ích, Phường 14, Quận Gò Vấp, TP Hồ Chí Minh']",
41,04072/SYT-GPHĐ,"['5', 'Cơ sở dịch vụ làm răng giả', '566 Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh']",
41,00297/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '177 Phạm Phú Thứ, Phường 11, Quận Tân Bình, TP Hồ Chí Minh']",
41,03281/HCM-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', '3/15A Võ Văn Tần, Phường 6, Quận 3, TP Hồ Chí Minh']",
42,03504/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '31 Đường số 17, Phường 4, Quận 8, TP Hồ Chí Minh']",
42,01049/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Sản Phụ khoa', '449 Thống Nhất, Phường 11, Quận Gò Vấp, TP Hồ Chí Minh']",
42,00594/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'SS3 Hồng Lĩnh - CXBH, Phường 15, Quận 10, TP Hồ Chí Minh']",
42,03254/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Da liễu (thuộc Công ty TNHH Phúc Sinh An Medilas)', '108 Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']",
42,00639/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '71B Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, TP Hồ Chí Minh']",
42,01433/SYT-GPHĐ,"['4', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '931 Hồng Bàng, Phường 9, Quận 6, TP Hồ Chí Minh']",
42,00629/SYT-GPHĐ,"['3', 'Phòng khám Nội tổng hợp', '223 Đường số 8, Phường 4, Quận 8, TP Hồ Chí Minh']",
42,03363/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Răng Hàm Mặt', '366 Quang Trung, Phường 10, Quận Gò Vấp, TP Hồ Chí Minh']",
42,03521/SYT-GPHĐ,"['1', 'Phòng khám đa khoa Công ty TNHH Phòng khám đa khoa Phước Linh', '210 Phạm Đăng Giảng, Phường Bình Hưng Hòa , Quận Bình Tân, TP Hồ Chí Minh']",
42,00010/SYT-GPHĐ,"['5', 'Phòng khám đa khoa thuộc Công ty Cổ phần phòng khám Nhi Đồng Thành phố', '31 Lý Tự Trọng, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']",
43,04305/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Sản phụ khoa', '495/9 Tô Hiến Thành, Phường 14, Quận 10, TP Hồ Chí Minh']",
43,04172/SYT-GPHĐ,"['7', 'Phòng khám nội tổng hợp', '55 An Điềm, Phường 10, Quận 5, TP Hồ Chí Minh']",
43,03107/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ', '224 Bến Vân Đồn, Phường 5, Quận 4, TP Hồ Chí Minh']",
43,01490/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Mắt', '93/2 (số cũ: 32/9) Phạm Văn Hai, Phường 3, Quận Tân Bình, TP Hồ Chí Minh']",
43,00122/SYT-GPHĐ,"['4', 'Phòng khám Nội tổng hợp', '100 Võ Trứ, Phường 9, Quận 8, TP Hồ Chí Minh']",
43,00748/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Nhi', '359A Lê Quang Định, Phường 5, Quận Bình Thạnh, TP Hồ Chí Minh']",
43,04161/HCM-GPHĐ,"['2', 'Bệnh viện Chấn thương Chỉnh hình', '929 Trần Hưng Đạo, Phường 1, Quận 5, TP Hồ Chí Minh']",
43,03076/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Sản Phụ khoa', '86D/4 Hùng Vương, Phường 9, Quận 5, TP Hồ Chí Minh']",
43,03690/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '31 Trịnh Lỗi, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh']",
43,00267/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Nhi', '2003 Phạm Thế Hiển, Phường 6, Quận 8, TP Hồ Chí Minh']",
44,00444/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '244 Cách Mạng Tháng 8, Phường 10, Quận 3, TP Hồ Chí Minh']",
44,00679/SYT-GPHĐ,"['9', 'Phòng khám Nội tổng hợp', '217 Bãi Sậy, Phường 4, Quận 6, TP Hồ Chí Minh']",
44,01148/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Nhi', '51 Quốc lộ 1K, Khu phố 2, Phường Linh Xuân, Quận Thủ Đức, TP Hồ Chí Minh']",
44,00020/SYT-GPHĐ,"['7', 'Phòng khám Nội tổng hợp', '39 Bàu Cát 1, Phường 14, Quận Tân Bình, TP Hồ Chí Minh']",
44,00550/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '780 Hưng Phú, Phường 10, Quận 8, TP Hồ Chí Minh']",
44,02404/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Răng Hàm Mặt', '63 Trần Hưng Đạo, Phường 6, Quận 5, TP Hồ Chí Minh']",
44,00609/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '37 Đường số 3, Cư xá Lữ Gia, Phường 15, Quận 11, TP Hồ Chí Minh']",
44,03221/HCM-GPHĐ,"['4', 'Hộ KInh Doanh Nha Khoa  New World Dental Clinic', '13 Út tịch, Phường 4, Quận Tân Bình, TP Hồ Chí Minh']",
44,00199/SYT-GPHĐ,"['3', '', '97-99 Đường số 10, Phường 13, Quận 6, TP.Hồ Chí Minh']",
44,03692/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt', '443 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh']",
45,01317/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt', '311 Nhật tảo, Phường 8, Quận 10, TP Hồ Chí Minh']",
45,00370/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '137/18 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh']",
45,00955/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'C5/13B2 Ấp 4A, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh']",
45,00458/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Răng Hàm Mặt', '06 Phạm Hùng, Phường 10, Quận 8, TP Hồ Chí Minh']",
45,00830/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt Công ty TNHH Dịch vụ Nha khoa SP', '198 Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TP Hồ Chí Minh']",
45,02654/SYT-GPHĐ,"['4', 'Phòng khám Nội tổng hợp', '49 Đường số 6 KDC Cầu Xáng, Ấp 3, Xã Phạm Văn Hai, Huyện Bình Chánh, TP Hồ Chí Minh']",
45,02653/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '249 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']",
45,00038/SYT-GPHĐ,"['6', 'Phòng khám Nội tổng hợp', '24 Đường 8, KP4, Phường Bình An, Quận 2, TP Hồ Chí Minh']",
45,00115/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ thuộc Công ty Cổ phần Thẩm mỹ Toàn diện Quốc tế', 'Tầng trệt, Tòa nhà Somerset Chancellor Court, Số 21-23 Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']",
45,01435/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '44 Gia Phú, Phường 13, Quận 5, TP Hồ Chí Minh']",
46,03757/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', '313 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh']",
46,02128/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Tai Mũi Họng', '104/15 Thành Thái, Phường 12, Quận 10, TP Hồ Chí Minh']",
46,00541/SYT-GPHĐ,"['2', 'Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Sài Gòn Premier', '170 G-H Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh']",
46,01657/HCM-GPHĐ,"['3', 'Nha Khoa Châu Anh', '385E Tân Sơn Nhì, Phường Tân Thành, Quận Tân Phú, TP Hồ Chí Minh']",
46,01858/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '285 Nguyễn Sơn, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh']",
46,00780/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '270/15 TTH02 Tổ 24, Khu phố 3A, Phường Tân Thới Hiệp, Quận 12, TP Hồ Chí Minh']",
46,01938/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Sản Phụ khoa', '477 Hoàng Sa (số cũ: 62/135/7 Lý Chính Thắng), Phường 8, Quận 3, TP Hồ Chí Minh']",
46,00302/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Da liễu thuộc Công ty TNHH Liên doanh Pan Việt Nam', '222-224 Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh']",
46,00143/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ', 'Số 214/19A Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, TP Hồ Chí Minh']",
47,04905/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '58 Hoàng Hoa Thám, Phường 12, Quận Tân Bình, TP Hồ Chí Minh']",
47,00046/HCM-GPHĐ,"['6', 'Phòng Khám Nội Tổng Hợp', '83/10 Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh']",
47,04702/HCM-GPHĐ,"['1', 'Phòng khám chuyên khoa Da liễu thuộc Công ty TNHH Chăm sóc sức khỏe SIAN', '27 Nguyễn Trung Trực, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']",
47,00222/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Ung Bướu', '96 Trần Văn Kỷ, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh']",
47,03792/SYT-GPHĐ,"['3', 'Cơ sở dịch vụ làm răng giả', '99 Trưng Nữ Vương, KP 6, T.T.Hốc Môn  , Huyện Hóc Môn, TP Hồ Chí Minh']",
47,04939/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '387 Vĩnh Viễn, Phường 5, Quận 10, TP Hồ Chí Minh']",
47,04953/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Ngoại thuộc Công ty TNHH Phòng khám chuyên khoa Trường Xuân', '136 Đường số 14, Khu Dân cư Him Lam, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh']",
47,00513/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Sản phụ khoa', '111 Ni Sư Huỳnh Liên, Phường 10, Quận Tân Bình, TP Hồ Chí Minh']",
47,00196/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Răng Hàm Mặt', '175 Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh']",
47,00929/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '143 Hồng Lạc, Phường 10, Quận Tân Bình, TP Hồ Chí Minh']",
48,03404/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Nhi', '321A/13 Ấp 1, đường An Phú Tây-Hưng Long, Xã An Phú Tây, Huyện Bình Chánh, TP Hồ Chí Minh']",
48,04266/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '546 An Dương Vương, Phường 10, Quận 6, TP Hồ Chí Minh']",
48,00343/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '76 Đường số 15, Phường Tân Kiểng, Quận 7, TP Hồ Chí Minh']",
48,00387/SYT-GPHĐ,"['5', 'Công ty TNHH Nha khoa Việt Giao', '71 Phạm Ngọc Thạch, Phường 6, Quận 3, TP Hồ Chí Minh']",
48,03354/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Mắt', '138/4 Nguyễn Trãi, Phường 3, Quận 5, TP Hồ Chí Minh']",
48,03356/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Nhi', '66 Đinh Công Tráng, Phường Tân Định, Quận 1, TP Hồ Chí Minh']",
48,01380/HCM-GPHĐ,"['10', 'Công ty TNHH Phòng khám Quốc tế Exson', '722 Sư Vạn Hạnh, Phường 12, Quận 10, TP Hồ Chí Minh']",
48,04713/SYT-GPHĐ,"['3', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '45 Đường 7, KP3, Phường Phước Bình, Quận 9, TP Hồ Chí Minh']",
48,00498/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Sản phụ khoa', '25 Đường số 1, Phường Tân Tạo A , Quận Bình Tân, TP Hồ Chí Minh']",
48,01364/SYT-GPHĐ,"['1', 'Phòng khám đa khoa thuộc Công ty TNHH Phước Tấn', '164 đường Ba Tháng Hai, Phường 12, Quận 10, TP Hồ Chí Minh']",
49,03573/SYT-GPHĐ,"['1', 'Chi nhánh Công ty TNHH Nha khoa Saint Paul', '50 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP Hồ Chí Minh']",
49,03287/HCM-GPHĐ,"['9', 'ĐỊA ĐIỂM KINH DOANH NHA KHOA SÀI GÒN - CÔNG TY TNHH BỆNH VIỆN VIỆT ĐỨC - ĐA KHOA SÀI GÒN MEDIC', 'A8/5 Nguyễn Hữu Trí KP1, T.T Tân Túc , Huyện Bình Chánh, TP Hồ Chí Minh']",
49,01503/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', '26 Đường số 4, KP1, Phường Phước Bình, Quận 9, TP Hồ Chí Minh']",
49,00598/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Sản phụ khoa', '18 Lô A (hẻm 601) cx Chợ Đũi, Cách Mạng Tháng Tám, Phường 15, Quận 10, TP Hồ Chí Minh']",
49,00642/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '525 Tùng Thiện Vương, Phường 12, Quận 8, TP Hồ Chí Minh']",
49,03484/SYT-GPHĐ,"['5', 'Phòng khám đa khoa Công ty TNHH Phòng khám đa khoa Nhân Hậu', '522-524 Nguyễn Chí Thanh, Phường 7, Quận 10, TP Hồ Chí Minh']",
49,05010/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Tai Mũi Họng', '143 Liên khu 5-6, khu phố 10, Phường Bình Hưng Hòa B , Quận Bình Tân, TP Hồ Chí Minh']",
49,04393/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Tâm thần', '36A Nơ Trang Long, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh']",
49,02539/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '125 đường 100 Bình Thới, Phường 14, Quận 11, TP Hồ Chí Minh']",
50,00170/SYT-GPHĐ,"['1', 'PHÒNG KHÁM CHUYÊN KHOA NHI', '463 Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh']",
50,01243/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '62/10 Điện Biên Phủ, Phường Đa Kao, Quận 1, TP Hồ Chí Minh']",
50,02781/SYT-GPHĐ,"['9', 'Phòng khám Nội tổng hợp', '3 Phan Chu Trinh, Phường 2, Quận Bình Thạnh, TP Hồ Chí Minh']",
50,00249/SYT-GPHĐ,"['8', 'PHÒNG KHÁM CHUYÊN KHOA NHI', '150 Nguyễn Sĩ Sách, Phường 15, Quận Tân Bình, TP Hồ Chí Minh']",
50,03188/SYT-GPHĐ,"['7', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '98 Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh']",
50,00303/SYT-GPHĐ,"['6', 'Phòng khám Nội tổng hợp', '1A/4A Phạm Hùng, Phường 4, Quận 8, TP Hồ Chí Minh']",
50,03780/SYT-GPHĐ,"['5', 'Phòng khám Nội tổng hợp', '1313 Tỉnh lộ 8, Tổ 2, Ấp Hội Thạnh, Xã Trung An, Huyện Củ Chi, TP Hồ Chí Minh']",
50,00931/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Tai Mũi Họng', '166/15 Đường số 19, Phường 12, Quận Gò Vấp, TP Hồ Chí Minh']",
50,02683/SYT-GPHĐ,"['3', 'Phòng khám Nội tổng hợp', '65B Ấp Phước Lai, Phường Trường Thạnh, Quận 9, TP Hồ Chí Minh']",
50,00511/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Sản phụ khoa', '142 Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh']",
51,04810/HCM-GPHĐ,"['5', ""Phòng khám đa khoa thuộc Công ty Cổ phần Kim's eye & Dasom Polyclinic"", 'Số 13-15 Đường số 2, Khu phố 3, Phường Tân Phong, Quận 7, TP Hồ Chí Minh']",
51,05234/SYT-GPHĐ,"['4', 'Trạm Y tế Phường 9 Quận 6', '30/13 Nguyễn Đình Chi, Phường 9, Quận 6, TP Hồ Chí Minh']",
51,02387/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Sản phụ khoa', '77C-79 Lạc Long Quân, Phường 1, Quận 11, TP Hồ Chí Minh']",
51,00820/SYT-GPHĐ,"['2', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '116/109/54 Thiên Phước, Phường 9, Quận Tân Bình, TP Hồ Chí Minh']",
51,01118/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt', '303 Tùng Thiện Vương, Phường 11, Quận 8, TP Hồ Chí Minh']",
51,02466/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', '539 Tân Kỳ Tân Quý, Phường Tân Quý, Quận Tân Phú, TP Hồ Chí Minh']",
51,00441/SYT-GPHĐ,"['9', 'Phòng khám Nội tổng hợp', 'C9/31A Ấp 3, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh']",
51,00137/SYT-GPHĐ,"['7', 'Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Elizabeth', '87-89 Thành Thái, Phường 14, Quận 10, TP Hồ Chí Minh']",
51,02598/SYT-GPHĐ,"['6', 'Phòng khám Nội tổng hợp', '407 Tỉnh lộ 15, Tổ 89, Ấp Phú Bình, Xã Phú Hòa Đông, Huyện Củ Chi, TP Hồ Chí Minh']",
51,"04261
- Mã số ","['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '171 Đường số 1, KP3, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh']",
52,01215/SYT-GPHĐ,"['1', 'PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN', '86 Đại lộ 2, KP3, Phường Phước Bình, Quận 9, TP Hồ Chí Minh']",
52,02231/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Tai Mũi Họng', '163 Nguyễn Văn Cừ, Phường 2, Quận 5, TP Hồ Chí Minh']",
52,04014/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Phục hồi chức năng', '552A Tân Kỳ Tân Quý, KP17, Phường Bình Hưng Hòa , Quận Bình Tân, TP Hồ Chí Minh']",
52,02436/SYT-GPHĐ,"['5', 'Phòng khám đa khoa thuộc Công ty Cổ phần Trung tâm Y khoa Nét Vạn Phúc', '282 Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh']",
52,01801/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Phục hồi chức năng', '860/24 Xô Viết Nghệ Tĩnh, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh']",
52,03220/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', '112 Bạch Đằng, Phường 24, Quận Bình Thạnh, TP Hồ Chí Minh']",
52,04960/SYT-GPHĐ,"['10', 'Phòng chẩn trị y học cổ truyền Công ty TNHH Y học cổ truyền Sài Gòn Đệ Nhất', 'R4-21 Hưng Gia 1 Đường số 2, Phường Tân Phong, Quận 7, TP Hồ Chí Minh']",
52,01161/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Nhi', '21M Nguyễn Ảnh Thủ, Tổ 4, KP11, Phường Trung Mỹ Tây, Quận 12, TP Hồ Chí Minh']",
53,01869/SYT-GPHĐ,"['2', 'PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN', '206/80 Huỳnh Tấn Phát, Khu phố 5, T.T.Nhà Bè , Huyện Nhà Bè, TP Hồ Chí Minh']",
53,01746/SYT-GPHĐ,"['3', 'Phòng chẩn trị y học cổ truyền', '68/8 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh']",
53,02570/SYT-GPHĐ,"['4', 'Phòng chẩn trị Y học cổ truyền', '8/1 Ấp Vạn Hạnh, Xã Trung Chánh, Huyện Hóc Môn, TP Hồ Chí Minh']",
